Sentence,SRLs
", मंत्रालय देशों स्थित दूतावासों यह निर्देश देने कि वे हादसे वहां लोगों जानकारी दे",NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARGM-LOC NO_SRL ARG2 ARG1 NO_SRL
इसके पर्यटकों NULL भारत आने इजाज़त दी जो हादसे इंडोनेशिया NULL2 या श्रीलंका भारत2 आना चाहते,ARGM-DIS ARG2 NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL ARG0 ARGM-TMP NO_SRL NO_SRL ARGM-MNR NO_SRL ARG2-GOL ARG1 NO_SRL
मंत्रालय सूत्रों मंत्रालय2 आज जानकारी मिली कि ब्रिटेन पर्यटकों NULL भारत आने सलाह दी,NO_SRL ARGM-ADV ARG0 ARGM-TMP ARG1 NO_SRL NO_SRL ARG0 ARG2 NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL
खबर मंत्रालय चिंतित हो,ARGM-CAU ARG1 ARG2-ATR NO_SRL
लेकिन शाम मंत्रालय NULL पता चला कि सरकार सिर्फ प्रभावित NULL2 राज्यों जाने सलाह दी,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL
अलबत्ता सरकार NULL आने NULL2 दिनों पर्यटकों गलतफहमी NULL3 बचाने दूतावासों पर्यटकों2 यह बताने कोशिश करेगा कि हादसे देश प्रभावित हुआ,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARGM-TMP ARG1 ARG2 NO_SRL ARGM-PRP ARGM-MNS ARG2 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पुलिस सेल पुलिस2 कार्रवाई तड़के सहारनपुर गिरोह बदमाश जनमेजय NULL मार गिराया,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
NULL मारा NULL2 बदमाश जिले तैनात सिपाही घर ठहरा जिसे उसका रिश्तेदार बताया,NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG2 NO_SRL ARG1 NO_SRL
गिरोह बदमाश यूपी हरियाणा और पुलिस मामलों तलाश थी,NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-LOC ARG2-ATR NO_SRL
जनमेजय हत्या लूट अपहरण और जबरन वसूली मामले थे,ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
सेल सिंह सम्मेलन बताया कि NULL मारा बदमाश जनमेजय मोनी मेरठ गांव NULL2 कलंजरी रहने था,NO_SRL ARG0 ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG2-LOC ARGM-LOC NO_SRL
पुलिस निलंबित NULL होकर गिरोह चलाने गिरोह2 जनमेजय अपराधी था,NO_SRL NO_SRL NO_SRL ARGM-MNR ARG1 NO_SRL ARG0 ARG1 ARG2-ATR NO_SRL
राठी पुलिस हाथों मुठभेड़ मारे जनमेजय हाथों2 गिरोह कमान थी,ARG1 NO_SRL ARG0 ARGM-LOC ARGM-TMP NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
राठी साथियों NULL मिलकर मार्च दिल्ली व्यापारी धमकी देकर रकम मांग की2,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
मामले जांच सेल टीम मई कुंज मुठभेड़ राठी NULL मार गिराया और गिरोह सदस्य सिंहराज और2 कर्मवीर गिरफ़्तार कर,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सेल तभी जनमेजय तलाश थी क्योंकि व्यापारी धमकी देकर धन मांग वही कर,ARG1 ARGM-TMP NO_SRL ARG2-ATR NO_SRL ARGM-CAU NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सेल कुमार बताया कि शाखा सिंह सूचना मिली कि2 जनमेजय सहारनपुर देखा,NO_SRL ARG0 NO_SRL ARG1 NO_SRL ARG0 ARG1 NO_SRL ARGM-ADV ARG1 ARGM-LOC NO_SRL
एसीपी तत्काल मोहन भूषण NULL और शर्मा टीम लेकर सहारनपुर पहुंचे,ARG0 ARGM-TMP NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARGM-MNR ARG2-GOL NO_SRL
जनमेजय सहारनपुर मोहल्ले मकान छिपे सूचना थी,ARG1 NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
इलाका क्षेत्र पड़ता,ARG1 ARGM-LOC NO_SRL
सेल टीम थाने सिंह NULL बताए मकान छापा मारा,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
पुलिस जनमेजय समर्पण ललकारा तो उसने गोली चला,ARG0 ARG1 ARGM-PRP ARGM-CAU NO_SRL ARG0 ARG1 NO_SRL
पुलिस बचाव NULL चलाई गोली जनमेजय मौत हो,ARGM-DIR ARGM-PRP NO_SRL NO_SRL ARGM-MNS NO_SRL ARG1 NO_SRL
सिंह बताया कि जनमेजय मकान ठहरा उसमें यूपी तैनात पुलिस सिपाही रहते,ARG0 NO_SRL ARG1 ARG0 ARGM-LOC NO_SRL ARG2-LOC NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
जनमेजय इनमें एक पत्नी रिश्तेदार था,ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL
सिंह बताया कि जनमेजय रिश्तेदार सिपाही कांवड़ NULL लेने गया,ARG0 NO_SRL ARG1 NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
NULL मकान रहने सिपाही और सिपाही2 पत्नी पूछताछ की2,NO_SRL ARG2-LOC NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
जनमेजय सोमवार शाम बाइक वहां पहुंचा,ARG0 NO_SRL ARGM-TMP ARGM-MNS ARG2-GOL NO_SRL
बिहार देवी हाल शिक्षकों लाठीचार्ज घटना कुमार सरकार NULL जमकर हमला किया,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
शहर मैदान राजद धरने राबड़ी NULL सरकार अपराधियों सरकार2 बताते लाठीचार्ज अधिकारियों कार्रवाई मांग की3,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG2 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
राबड़ी कहा कि नीतीश शनिवार मुख्यमंत्री रूप महीने कार्यकाल पूरा होने उपहार रूप2 शिक्षकों व्यवहार किया,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि लाठीचार्ज घटना यह साबित कर कि2 राज्य अपराधियों सरकार है2,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
शिक्षकों अत्याचार सरकार यह संदेश देना चाहती कि तरह विरोध पुलिस सहायता कुचल,NO_SRL ARGM-MNS ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARG2 NO_SRL ARG1 NO_SRL
उन्होंने कहा कि हम सरकार NULL ऐसा करने छूट देंगे,ARG0 NO_SRL ARG1 NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
हम विपक्ष भूमिका निभाना चाहते,ARG0 NO_SRL NO_SRL ARG1 NO_SRL
कार्यो सरकार सहायता करेंगे लेकिन कार्य हम सरकार2 बख्शेंगे,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-PRP ARG0 ARG1 NO_SRL
उन्होंने कहा कि यदि सरकार महीने राज्य व्यवस्था सुधार लाने असफल रहती तो उनकी पार्टी राज्य2 आंदोलन शुरू करेगी,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
राबड़ी कहा कि सरकार बने महीना पूरा हो लेकिन NULL परिवर्तन देखने आ,ARG0 NO_SRL ARG1 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG1 NO_SRL
नतीजों हम सरकार महीने समय देंगे,ARGM-PRP ARG0 ARG2 NO_SRL ARG1 NO_SRL
कुमार और उनके मंत्रिमंडल सदस्यों प्रहार करते उन्होंने कहा कि वे सिर्फ वादें कर और2 राज्य योजनाओं शिलान्यास कर2,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-MNR ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि सरकार सरकार2 पदचिन्हों चल,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARGM-MNR NO_SRL
पुलिस लापरवाही साल एक्ट फैसला हो,NO_SRL ARGM-CAU ARGM-EXT NO_SRL ARG1 NO_SRL
एक्ट दोषी NULL पाए जुआरी रुपये जुर्माना या माह सजा हो लेकिन चालान पेश करने पक्ष समय लगा,NO_SRL ARGM-MNR NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARG0 ARG1 NO_SRL
पुलिस शेख व गुजां सिंह कुमार कुमार2 कुमार3 व2 कुमार4 १९९९ NULL सिनेमा होटल जुआ खेलने आरोप गिरफ्तार किया,NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
कभी अधिकारी पहुंचा तो कभी2 पुलिस गवाह पहुंचे और कभी3 आरोपियों छूट मांग,ARGM-ADV ARG0 NO_SRL NO_SRL ARGM-ADV NO_SRL ARG0 NO_SRL NO_SRL ARGM-ADV ARG0 ARG1 NO_SRL
राइस अमरीका इतिहास मंत्री पद आसीन होने महिला हैं,ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL
मंत्री रूप उनकी नियुक्ति विरोध करने मत रिकार्ड है जो सदस्यों थे,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL ARG1 ARG2-ATR NO_SRL
प्रकरण मसले कोर्ट पेश NULL हलफनामे किरकिरी कराने सरकार अब हलफनामा पेश2 करने तैयारी है,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-MNS ARG1 ARGM-TMP ARG0 NO_SRL NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL
मंत्रालय हलफनामा दायर करने विपक्ष दावा किया कि इसमें फर्नान्डिज़ चिट दे,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARG2 ARG1 NO_SRL
सूत्रों कहना कि हलफनामे अधिकारियों निशाना बनाया जो सौदे जिम्मेदार थे,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARGM-PRP ARG2-ATR NO_SRL
बनर्जी हफ्ते सिंह पत्र लिखा,ARG0 ARGM-TMP ARG2 ARG1 NO_SRL
इसमें बनर्जी कहा कि हलफनामे जोर लोगों केंद्रित होना लोगों2 कैग रिपोर्ट जिम्मेदार ठहराया,ARGM-DIS ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2 NO_SRL ARGM-LOC ARG2-ATR NO_SRL
", सोनी शुक्रवार खबरों बेबुनियाद बताया कि फर्नाडिज़ चिट मसले कांग्रेस2 और सरकार मतभेद है",ARGM-DIS ARG0 ARGM-TMP NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
"उन्होंने कहा कि NULL सच सामने आना बाकी है , जॉर्ज चिट दी",ARG0 NO_SRL ARG1 NO_SRL ARG1 ARGM-DIR NO_SRL NO_SRL NO_SRL NO_SRL ARG2 ARG1 NO_SRL
उन्होंने कहा कि सीबीआई और सीवीसी मामलों देख,ARG0 NO_SRL ARG1 NO_SRL ARG0 NO_SRL ARG1 NO_SRL
सिंह दलों आज नाश्ते बैठक थी,ARGM-MNR NO_SRL ARGM-TMP ARGM-TMP ARG1 NO_SRL
इसमें मौजूद मुखर्जी नेताओं बताया कि सरकार मसले हलफनामा पेश करने योजना बना,NO_SRL NO_SRL ARG0 ARG2 NO_SRL ARG1 ARG0 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
भारद्वाज चैनल बताया कि हलफनामे तथ्य छूट उन्हें हलफनामे2 शामिल किया,ARG0 ARG2 NO_SRL ARG1 ARGM-LOC ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अदालत कुछ छिपाया और किसी बख्शा,ARG2-SOU ARG1 NO_SRL NO_SRL ARG1 NO_SRL
दरअसल मीडिया हफ्ते पेश हलफनामे आधार तथ्य काफी उछाला कि सरकार NULL हुई खरीद १९९२ नियमों आधार2 प्रक्रिया उल्लंघन हुआ,ARGM-ADV ARG0 NO_SRL NO_SRL NO_SRL ARGM-LOC ARG1 ARGM-ADV NO_SRL NO_SRL ARGM-LOC NO_SRL NO_SRL ARGM-LOC NO_SRL NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
भाजपा और यू दावा किया कि सरकार फर्नान्डिज़ खरीद चिट दे,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARG2 ARGM-LOC ARG1 NO_SRL
NULL इसी देखते सरकार हलफनामे इरादा बनाना,NO_SRL ARG1 ARGM-MNR ARG0 NO_SRL ARG1 NO_SRL
घटनाक्रम निराश कांग्रेस और यूपीए सहयोगियों कहना कि हलफनामे रूप तैयार किया,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
इससे ऐसा झलकना कि फर्नान्डिज़ चिट मिल,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARG1 NO_SRL
मुंशी रूप कहा कि हलफनामे मामलों समिति मंजूरी ली,ARG0 ARGM-MNR NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सूत्रों कहना कि सरकार अब विचार कर कि2 कैग आधार क्या लोगों सरकार2 रक़म चूना लगाने और NULL जरूरत उपकरण पहुंचने मामला प्रथमदृष्ट्या बनता,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP ARG1 NO_SRL ARG1 ARG2-ATR NO_SRL
", सोनी आज कहा कि मुखर्जी ही मामले बात रख कि2 जार्ज कहीं चिट दी",ARGM-DIS ARG0 ARGM-TMP NO_SRL ARG1 ARG0 ARGM-TMP ARGM-LOC ARG1 NO_SRL NO_SRL ARG2 ARGM-LOC ARG1 NO_SRL
