Sentence,Dependency,SRLs
बहरहाल मंत्री उम्मीद जताई कि शवों रविवार शाम भारत लाया,root k1 pof ccof k2 k2 k7t k7t k2p ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARGM-TMP ARGM-TMP ARGM-LOC NO_SRL
रवि कहा कि बहरीन अधिकारियों प्रक्रियाओं पूरा कर शवों राजदूत और परिजनों सौंप,k1 root k2 r6 k1 k2 pof k7t k2 ccof k4 ccof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP ARG1 NO_SRL ARG2 NO_SRL NO_SRL
मृतकों NULL परिजनों मुआवज़ा देने उन्होंने कहा कि इस बाद विचार किया,r6 root k4 k2 vmod k1 root k2 k7 k7t pof ccof,NO_SRL NO_SRL ARG2 ARG1 ARGM-ADV ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
फिलहाल NULL शवों भारत लाना प्राथमिकता है,adv root k2 k2p vmod k1 root,ARGM-ADV NO_SRL ARG1 ARGM-LOC ARG1 ARG2-ATR NO_SRL
"बहरहाल दुर्घटना भारतीयों मारे पुष्टि हो उनमें केरल ,2 तमिलनाडु ,3 प्रदेश दिल्ली गोवा कर्नाटक NULL ,7 बिहार और महाराष्ट्र एक2 NULL2 लोग शामिल हैं जबकि शव पहचान हो2",root k7 k2 r6-k1 pof nmod__relc k7 r6 ccof r6 ccof ccof ccof ccof ccof r6 ccof ccof r6 ccof ccof nmod k1 pof ccof ccof r6 k1 ccof,NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
NULL गौरतलब है कि तट किलोमीटर दूर समुद्र रात बजे समयानुसार नाव दाना डूब लोगों मौत हो,k1 k1s root rs nmod nmod k7p k7p k7t k7t nmod nmod k1 rh r6-k1 pof ccof,ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARGM-LOC ARGM-TMP ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
नाव यात्री सवार थे जबकि इसकी क्षमता यात्रियों NULL ले थी,k7p k1 pof ccof root r6 k1 k2 root r6v ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARGM-MNR NO_SRL ARG2-ATR NO_SRL
नाव NULL कैप्टन हिरासत लेकर उनसे पूछताछ की,r6 root k2 k7 vmod k2 pof root,NO_SRL NO_SRL ARG1 ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL
घंटे बीत घटना कारणों फिलहाल पता चल,k1 k7t r6 r6-k1 adv pof root,ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
बहरीन मामलों खलीफा कहा कि गड़बड़ी जरूर हुई जिसके नाव डूब,r6 r6 k1 root k2 k2 adv ccof rh k1 nmod__relc,NO_SRL NO_SRL ARG0 NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL ARGM-CAU ARG1 NO_SRL
नाव मालिक कुबैशी बताया कि नाव2 यात्री सवार थे,r6 nmod k1 root k2 k7p k1 pof ccof,NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
गार्ड सेना मदद लोगों पता लगाने जुटा,k1 r6 k3 r6-k2 pof vmod root,ARG0 NO_SRL ARGM-MNR NO_SRL NO_SRL ARG1 NO_SRL
काम हेलीकॉप्टर मदद ली,k7 r6 k2 root,ARGM-LOC NO_SRL ARG1 NO_SRL
सेना दस्ते सेवानिवृत्त हुए जवान प्रशिक्षण देंगे,r6 k5 pof nmod__k1inv k1 k2 root,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARG1 NO_SRL
बैठक राज्यों NULL मिल NULL2 योजना सालों बढ़ाने निर्णय लिया,k7 k4 root nmod__k1inv root k2 rt r6-k2 pof root,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 ARGM-PRP NO_SRL NO_SRL NO_SRL
तहत राज्यों केन्द्र रुपये मिलते,k7 k4 k5 k1 root,ARGM-MNS ARG0 ARG2-SOU ARG1 NO_SRL
अप्रैल राज्यों मुख्यमंत्रियों बैठक समस्या काबू पाने उपायों चर्चा होगी,k7t r6 r6 k7 k7 pof r6 k7 k1 root,ARGM-TMP NO_SRL NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL
बैठक दुग्गल कहा कि केन्द्र नक्सलियों विस्फोटों बढ़ती NULL वारदातों देखते सेना जवानों NULL2 सेवाएं लेने योजना मंजूरी दी,k7t k1 root k2 k1 mk1 r6 nmod root k2 vmod r6 r6 root k2 r6 k2 pof ccof,ARGM-TMP ARG0 NO_SRL ARG1 ARG0 ARG0 ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि सरकार आंदोलन समाप्त करने सेना शामिल करने2 पक्ष है,k1 root k2 k1 k2 pof rt k2 pof r6 k7 ccof,ARG0 NO_SRL ARG1 ARG1 NO_SRL NO_SRL ARGM-PRP NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL
इसलिए सैनिकों कार्य मदद लेने योजना है,rh k5 k7 pof r6 k1 root,ARGM-DIS NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
दुग्गल देश नक्सलवाद तरह नियंत्रण होने दावा किया,k1 k7p k1 adv k7 r6-k2 pof root,NO_SRL NO_SRL ARG1 ARGM-EXT ARG2-ATR NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि छत्तीसगढ़ और प्रदेश घटनाओं इजाफा हुआ जबकि राज्यों कमी आई,k1 root k2 ccof k7p ccof k7 pof ccof ccof k7p pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
छत्तीसगढ़ हिंसा वृद्धि NULL वजह बताते उन्होंने कहा कि वहां लोग नक्सलियों लामबंद हो,k7p k7p r6 root k1 vmod k1 root k2 k7p k1 vmod k1s ccof,NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARGM-MNR ARG0 NO_SRL ARG1 ARGM-LOC ARG1 ARGM-PRP ARG2-ATR NO_SRL
बैठक केन्द्र राज्यों पुलिस NULL पदों भरने कहा,k7 k1 k4 r6 root k2 k2 root,ARGM-LOC ARG0 ARG2 NO_SRL NO_SRL ARG1 ARG1 NO_SRL
दुग्गल माना कि राज्यों संख्या पुलिस पद समय भरे,k1 root k2 k7p k7 r6 k2 k7t ccof,ARG0 NO_SRL ARG1 ARGM-LOC ARGM-ADV NO_SRL ARG1 ARGM-MNR NO_SRL
उन्होंने कहा कि राज्यों तंत्र मजबूत करना,k1 root k2 k1 k2 pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि राज्यों आर्थिक व सामाजिक NULL कार्यो लेकर पुलिस NULL2 आधुनिकीकरण तेजी लाने कहा2,k1 root k2 k4 ccof nmod ccof root k2 rsp r6 root k7 adv k2 ccof,ARG0 NO_SRL ARG1 ARG2 NO_SRL NO_SRL NO_SRL NO_SRL ARGM-MNR NO_SRL NO_SRL NO_SRL ARGM-LOC ARG1 ARG1 NO_SRL
नियंत्रण एनर्जी प्रदेश मेगावाट NULL प्लांट इंडस्ट्रीज गैस खरीदने महीने समझौते दस्तखत करने उम्मीद है,nmod r6 nmod nmod root rt k5 k2 rt k7t k7 pof r6 k1 root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-PRP ARG2-SOU ARG1 ARGM-PRP ARGM-TMP ARGM-LOC NO_SRL NO_SRL ARG1 NO_SRL
सूत्रों बताया कि प्लांट समझौते हस्ताक्षर हफ्ते होने,k1 root k2 rt k7 k1 k7t ccof,ARG0 NO_SRL ARG1 ARGM-PRP ARGM-LOC ARG1 ARG2-ATR NO_SRL
लागत परियोजना विश्व तौर बताया,r6 k2 r6 k2g root,NO_SRL ARG1 NO_SRL ARGM-MNR NO_SRL
प्लांट यूनिट शुरू होने आरआईएल ०९ NULL गैस मिलनी शुरू2 हो,r6 k1 pof adv k5 k7t root k1 k1 pof root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
आरआईएल पाइपलाइन गैस आपूर्ति गोदावरी फील्ड क्षेत्र काकीनाडा आएगी,k1 k3 r6 k2 r6 r6 nmod k5 root,ARG1 ARGM-MNS NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG2-SOU NO_SRL
इसके उत्पादन २००८ छमाही शुरू होने उम्मीद है,sent-adv k1 r6 k7p pof r6 k1 root,ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
अधिकारियों कहना कि रिलायंस अपनी गैस दफा प्लांट एनटीपीसी को बेची,r6v root k1 k1 r6 k2 adv k4 nmod pof ccof,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARG1 ARGM-ADV ARG2 NO_SRL NO_SRL NO_SRL
एनटीपीसी रिलायंस गुजरात स्थित कवास और प्लांट गैस NULL खरीदने है,k1 k5 jjmod nmod ccof rt ccof k2 root pof root,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
इसकी कीमत मिलियन यूनिट डॉलर दर चुकाई,r6 k2 nmod k7 r6 adv root,NO_SRL ARG1 NO_SRL ARGM-LOC NO_SRL ARGM-MNR NO_SRL
संभवतः कीमत परियोजना होगी,adv k1 rt root,ARGM-EXT ARG1 ARG2-ATR NO_SRL
गैस संबंधी समझौते परियोजना लेकर NULL चल अनिश्चितता विराम लग,jjmod nmod k1 k2 vmod root nmod__k1inv k7 pof root,NO_SRL NO_SRL NO_SRL ARGM-LOC ARGM-MNR NO_SRL ARG1 ARG1 NO_SRL NO_SRL
रिलायंस NULL हक लेकर NULL2 चले द्वंद्व परियोजना दौर गुजरना,r6 root k2 adv root nmod__k1inv rh k1 adv root,NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL NO_SRL ARGM-CAU ARG0 ARGM-TMP NO_SRL
आरआईएल तब योजनाओं और आरईएल NULL आपूर्ति लेकर सवाल उठाए,k1 k7t ccof k4 ccof root k2 adv pof root,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
हालांकि महीनों सफाई होने आरईएल बैठक जून अंबानी कहा कि प्लांट आरआईएल गैस मिलेगी,root k7t k1 vmod r6 k7p k7t k1 ccof k2 k4 k5 k1 ccof,NO_SRL ARGM-TMP ARG1 ARGM-ADV NO_SRL ARGM-LOC ARGM-TMP ARG0 NO_SRL ARG1 ARG0 ARG2-SOU ARG1 NO_SRL
वह है NULL प्रोजेक्ट ऋण देने समूहों और संस्थानों झंडी,k1 root root rt k2 k5 ccof k1 ccof k1s,ARG0 NO_SRL NO_SRL ARGM-PRP ARG1 ARGM-MNR NO_SRL ARGM-MNR NO_SRL ARG2-ATR
सरकार लहरों NULL हुए हादसे असर उद्योग पड़े इसके कोशिश तेज कर,k1 rh root nmod__k1inv r6-k1 k1 k7 rs rt pof adv root,NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 ARG1 ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सरकार हादसे शिकार NULL पर्यटकों NULL2 भारत NULL3 होकर जाने वीज़ा देने फैसला किया,k1 r6 nmod root k4 root k7p root vmod rt k2 r6-k2 pof root,ARG0 NO_SRL NO_SRL NO_SRL ARG2 NO_SRL ARGM-LOC NO_SRL ARGM-MNR ARGM-PRP ARG1 NO_SRL NO_SRL NO_SRL
", मंत्रालय देशों स्थित दूतावासों यह निर्देश देने कि वे हादसे वहां लोगों जानकारी दे",sent-adv k1 jjmod nmod k4 k2 pof root k2s k1 k7 r6 k4 k2 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARGM-LOC NO_SRL ARG2 ARG1 NO_SRL
इसके पर्यटकों NULL भारत आने इजाज़त दी जो हादसे इंडोनेशिया NULL2 या श्रीलंका भारत2 आना चाहते,sent-adv k4 root k2p r6 k2 root k1 k7t ccof root vmod ccof k2p k2 nmod__relc,ARGM-DIS ARG2 NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL ARG0 ARGM-TMP NO_SRL NO_SRL ARGM-MNR NO_SRL ARG2-GOL ARG1 NO_SRL
मंत्रालय सूत्रों मंत्रालय2 आज जानकारी मिली कि ब्रिटेन पर्यटकों NULL भारत आने सलाह दी,r6 k7 k4a k7t k1 root rs k1 k4 root k2p r6 k2 ccof,NO_SRL ARGM-ADV ARG0 ARGM-TMP ARG1 NO_SRL NO_SRL ARG0 ARG2 NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL
खबर मंत्रालय चिंतित हो,rh k1 k1s root,ARGM-CAU ARG1 ARG2-ATR NO_SRL
लेकिन शाम मंत्रालय NULL पता चला कि सरकार सिर्फ प्रभावित NULL2 राज्यों जाने सलाह दी,root k7t k4a k1 pof ccof rs k1 jjmod nmod root k2p r6 k2 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL
अलबत्ता सरकार NULL आने NULL2 दिनों पर्यटकों गलतफहमी NULL3 बचाने दूतावासों पर्यटकों2 यह बताने कोशिश करेगा कि हादसे देश प्रभावित हुआ,sent-adv k1 root nmod__k1inv root k7t k2 k5 root rt k3 k4 k2 r6-k2 pof root k2s rh k1 pof ccof,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARGM-TMP ARG1 ARG2 NO_SRL ARGM-PRP ARGM-MNS ARG2 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पुलिस सेल पुलिस2 कार्रवाई तड़के सहारनपुर गिरोह बदमाश जनमेजय NULL मार गिराया,r6 k1 nmod k7t k7t k7p r6 nmod k2 root pof root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
NULL मारा NULL2 बदमाश जिले तैनात सिपाही घर ठहरा जिसे उसका रिश्तेदार बताया,root nmod__k2inv root k1 jjmod nmod r6 k7p root k2 r6 k2g nmod__relc,NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG2 NO_SRL ARG1 NO_SRL
गिरोह बदमाश यूपी हरियाणा और पुलिस मामलों तलाश थी,r6 r6 ccof ccof k4 ccof k7 k1 root,NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-LOC ARG2-ATR NO_SRL
जनमेजय हत्या लूट अपहरण और जबरन वसूली मामले थे,vmod ccof ccof ccof r6 nmod ccof k1 root,ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
सेल सिंह सम्मेलन बताया कि NULL मारा बदमाश जनमेजय मोनी मेरठ गांव NULL2 कलंजरी रहने था,r6 k1 k7p root k2 root nmod__k2inv nmod k1 nmod r6 nmod root r6 k1s ccof,NO_SRL ARG0 ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG2-LOC ARGM-LOC NO_SRL
पुलिस निलंबित NULL होकर गिरोह चलाने गिरोह2 जनमेजय अपराधी था,k5 pof root vmod k2 nmod__k1inv r6 k1 k1s root,NO_SRL NO_SRL NO_SRL ARGM-MNR ARG1 NO_SRL ARG0 ARG1 ARG2-ATR NO_SRL
राठी पुलिस हाथों मुठभेड़ मारे जनमेजय हाथों2 गिरोह कमान थी,k2 r6 k3 k7 k7t r6 k7p r6 k1 root,ARG1 NO_SRL ARG0 ARGM-LOC ARGM-TMP NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
राठी साथियों NULL मिलकर मार्च दिल्ली व्यापारी धमकी देकर रकम मांग की2,k1 ras-k1 root vmod k7t r6 k2 pof vmod r6-k2 pof root,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
मामले जांच सेल टीम मई कुंज मुठभेड़ राठी NULL मार गिराया और गिरोह सदस्य सिंहराज और2 कर्मवीर गिरफ़्तार कर,r6 k7t r6 k1 k7t k7p k7t k2 root pof ccof root r6 k2 ccof nmod ccof pof ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सेल तभी जनमेजय तलाश थी क्योंकि व्यापारी धमकी देकर धन मांग वही कर,k4 k7t r6 k1 root rh k4 pof vmod r6-k2 pof k1 ccof,ARG1 ARGM-TMP NO_SRL ARG2-ATR NO_SRL ARGM-CAU NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सेल कुमार बताया कि शाखा सिंह सूचना मिली कि2 जनमेजय सहारनपुर देखा,r6 k1 root k2 r6 k4 k1 ccof k1s k2 k7p ccof,NO_SRL ARG0 NO_SRL ARG1 NO_SRL ARG0 ARG1 NO_SRL ARGM-ADV ARG1 ARGM-LOC NO_SRL
एसीपी तत्काल मोहन भूषण NULL और शर्मा टीम लेकर सहारनपुर पहुंचे,k1 adv ccof ccof root k2 r6 ccof vmod k2p root,ARG0 ARGM-TMP NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARGM-MNR ARG2-GOL NO_SRL
जनमेजय सहारनपुर मोहल्ले मकान छिपे सूचना थी,r6v r6 r6 k7p r6 k1 root,ARG1 NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
इलाका क्षेत्र पड़ता,k1 k7p root,ARG1 ARGM-LOC NO_SRL
सेल टीम थाने सिंह NULL बताए मकान छापा मारा,r6 k1 r6 ras-k1 root nmod__k2inv k7p pof root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
पुलिस जनमेजय समर्पण ललकारा तो उसने गोली चला,k1 k2 rt vmod root k1 k2 ccof,ARG0 ARG1 ARGM-PRP ARGM-CAU NO_SRL ARG0 ARG1 NO_SRL
